trip_set_code,region_name,region_id,location_name,location_code,location_id,site_name,site_code,site_type,site_id,reef_name,reef_code,reef_type,reef_id,trip_year,trip_code,set_code,set_id,set_latitude,set_longitude,team,set_date,drop_time,haul_time,shark_id,common_name,latin_name,family,species_group,functional_group,maxn,min_event_time_milli,min_event_time_mins,equipment_frame_type,equipment_camera,equipment_stereo_camera,equipment_camera_height,equipment_arm_length,video_filename,video_source,video_filepath,splendor_image_url,total_assignments,reviewed_assignments,has_complete_master,depth,bait,bait_oiled,current_flow_estimated,current_flow_instrumented,visibility,field_of_view,substrate_relief_sd,substrate_relief_mean,ascidians,bleached_corals,bryozoa,consolidated,crinoids,halimeda,hard_coral,hydrocoral,hydroids,invertebrate_complex,macroalgae,mangrove,seagrass,soft_coral,sponge,true_anemones,unconsolidated,zoanthids,mark_zero_time,mark_60_mins,mark_90_mins,mark_haul_time,mark_stopped_reading,video_length_watched,protection_status,mpa_name,mpa_area,mpa_year_founded,mpa_isolation,mpa_compliance,bait_family,PI,Remote,Shark_Protection_Status,Shark_fishing_restrictions,Shark_gears,Datasheet_Source,set_productivity_2017ave,local_population_2010,local_population_2015,population_proporationaldifference_2010.15,drop_hr,unique_id,unique_reserve
FP_2015_BS_01_EXM_001,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_001,2958,24.0,-76.0,SBU,31/05/2015,14:31:00,16:07:00,26,Yellow round ray,Urobatis jamaicensis,Urotrygonidae,Ray,small_ray,1,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_001.mp4,,,NA,1,1,1,11,bonito,FALSE,,NA,9,Open,0.8756,2.1,0,0,0,0,0,0,0,0,0,0,11,0,0,66,11,0,11,0,102275,3702033,NA,NA,NA,3599758,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.57693125,378188.0847,409491.2628,0.082771455,14,FP_2015_BS_01_EXM_001,Exuma Cays
FP_2016_AU-P_04_LKHL_020,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_020,30517,-12.0,143.0,AIMS,19/11/2016,10:56:00,12:14:00,257,Grey reef shark,Carcharhinus amblyrhynchos,Carcharhinidae,Shark,reef_meso,1,2055762,034:15:762,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_020.mp4,S3,,NA,2,2,1,11.8,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371443,3971415,NA,4993997,NA,4622554,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.25928431,1077.107748,1077.203623,8.90E-05,10,FP_2016_AU-P_04_LKHL_020,MNP-11-1004
FP_2016_AU-P_04_LKHL_021,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_021,30518,-12.0,143.0,AIMS,19/11/2016,11:20:00,12:30:00,114,Blacktip reef shark,Carcharhinus melanopterus,Carcharhinidae,Shark,reef_meso,1,2178066,036:18:066,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_021.mp4,S3,,NA,3,3,1,4,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464291,4064299,NA,4749307,NA,4285016,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.25928431,1081.012308,1081.108532,8.90E-05,11,FP_2016_AU-P_04_LKHL_021,MNP-11-1004
FP_2016_AU-P_04_LKHL_021,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_021,30518,-12.0,143.0,AIMS,19/11/2016,11:20:00,12:30:00,144,Whitetip reef shark,Triaenodon obesus,Carcharhinidae,Shark,reef_meso,1,3182937,053:02:937,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_021.mp4,S3,,NA,3,3,1,4,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464291,4064299,NA,4749307,NA,4285016,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.25928431,1081.012308,1081.108532,8.90E-05,11,FP_2016_AU-P_04_LKHL_021,MNP-11-1004
FP_2016_AU-P_04_LKHL_022,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_022,30519,-12.0,143.0,AIMS,19/11/2016,15:26:00,17:12:00,NA,,,,,,0,NA,,Aluminium (AIMS),GoProHero4Silver,TRUE,50,150,2016_LKHL_022_L.mp4,S3,,NA,2,2,1,16.3,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212211,3812254,NA,6609371,NA,6397160,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1061.033601,1061.128041,8.90E-05,15,FP_2016_AU-P_04_LKHL_022,MNP-11-1004
FP_2016_AU-P_04_LKHL_023,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_023,30520,-12.0,143.0,AIMS,19/11/2016,14:33:00,15:44:00,144,Whitetip reef shark,Triaenodon obesus,Carcharhinidae,Shark,reef_meso,1,157456,002:37:456,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_023.mp4,S3,,NA,2,2,1,7.8,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215659,3815689,NA,4604481,NA,4388822,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1054.159082,1054.25291,8.90E-05,14,FP_2016_AU-P_04_LKHL_023,MNP-11-1004
FP_2016_AU-P_04_LKHL_023,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_023,30520,-12.0,143.0,AIMS,19/11/2016,14:33:00,15:44:00,257,Grey reef shark,Carcharhinus amblyrhynchos,Carcharhinidae,Shark,reef_meso,1,1423889,023:43:889,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_023.mp4,S3,,NA,2,2,1,7.8,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215659,3815689,NA,4604481,NA,4388822,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1054.159082,1054.25291,8.90E-05,14,FP_2016_AU-P_04_LKHL_023,MNP-11-1004
FP_2016_AU-P_04_LKHL_024,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_024,30521,-12.0,143.0,AIMS,19/11/2016,14:42:00,16:02:00,19,Tiger shark,Galeocerdo cuvier,Carcharhinidae,Shark,apex,1,2973981,049:33:981,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_024.mp4,S3,,NA,2,2,1,26.7,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265693,3865657,NA,4996226,NA,4730533,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1060.130521,1060.22488,8.90E-05,14,FP_2016_AU-P_04_LKHL_024,MNP-11-1004
FP_2016_AU-P_04_LKHL_025,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_025,30522,-12.0,143.0,AIMS,19/11/2016,14:52:00,16:25:00,114,Blacktip reef shark,Carcharhinus melanopterus,Carcharhinidae,Shark,reef_meso,1,3545119,059:05:119,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_025.mp4,S3,,NA,2,2,1,17.8,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148176,3748142,NA,5327098,NA,5178922,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1063.493717,1063.588376,8.90E-05,14,FP_2016_AU-P_04_LKHL_025,MNP-11-1004
FP_2016_AU-P_04_LKHL_026,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_026,30523,-12.0,143.0,AIMS,19/11/2016,15:05:00,,NA,,,,,,0,NA,,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_026.mp4,S3,,NA,2,2,1,6.7,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262849,3862844,NA,6264760,NA,6001911,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1064.725167,1064.819935,8.90E-05,15,FP_2016_AU-P_04_LKHL_026,MNP-11-1004
FP_2016_AU-P_04_LKHL_027,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_027,30524,-12.0,143.0,AIMS,19/11/2016,15:15:00,17:05:00,144,Whitetip reef shark,Triaenodon obesus,Carcharhinidae,Shark,reef_meso,1,407709,006:47:709,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_027.mp4,S3,,NA,2,2,1,11.7,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191645,3791638,NA,6754017,NA,6562372,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1064.645334,1064.740096,8.90E-05,15,FP_2016_AU-P_04_LKHL_027,MNP-11-1004
FP_2016_AU-P_04_LKHL_027,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_027,30524,-12.0,143.0,AIMS,19/11/2016,15:15:00,17:05:00,257,Grey reef shark,Carcharhinus amblyrhynchos,Carcharhinidae,Shark,reef_meso,1,2605054,043:25:054,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_027.mp4,S3,,NA,2,2,1,11.7,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191645,3791638,NA,6754017,NA,6562372,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1064.645334,1064.740096,8.90E-05,15,FP_2016_AU-P_04_LKHL_027,MNP-11-1004
FP_2016_AU-P_04_LKHL_028,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_028,30525,-12.0,143.0,AIMS,19/11/2016,16:36:00,17:55:00,50,Unknown Shark,Unknown sp.,Selachimorpha,Shark,na,1,1689803,028:09:803,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_028.mp4,S3,,NA,2,1,1,20.5,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298956,3898999,NA,4796939,NA,4497983,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1063.82974,1063.924429,8.90E-05,16,FP_2016_AU-P_04_LKHL_028,MNP-11-1004
FP_2016_AU-P_04_LKHL_028,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_028,30525,-12.0,143.0,AIMS,19/11/2016,16:36:00,17:55:00,144,Whitetip reef shark,Triaenodon obesus,Carcharhinidae,Shark,reef_meso,1,3497076,058:17:076,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_028.mp4,S3,,NA,2,1,1,20.5,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298956,3898999,NA,4796939,NA,4497983,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1063.82974,1063.924429,8.90E-05,16,FP_2016_AU-P_04_LKHL_028,MNP-11-1004
FP_2016_AU-P_04_LKHL_029,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_029,30526,-12.0,143.0,AIMS,19/11/2016,15:54:00,17:35:00,297,Devil ray,Mobula sp.,Mobulidae,Ray,pelagic,1,729058,012:09:058,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_029.mp4,S3,,NA,2,2,1,17.5,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168650,3768639,NA,6039500,NA,5870850,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1055.124138,1055.218052,8.90E-05,15,FP_2016_AU-P_04_LKHL_029,MNP-11-1004
FP_2016_AU-P_04_LKHL_029,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_029,30526,-12.0,143.0,AIMS,19/11/2016,15:54:00,17:35:00,144,Whitetip reef shark,Triaenodon obesus,Carcharhinidae,Shark,reef_meso,1,122903,002:02:903,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHL_029.mp4,S3,,NA,2,2,1,17.5,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168650,3768639,NA,6039500,NA,5870850,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.286878857,1055.124138,1055.218052,8.90E-05,15,FP_2016_AU-P_04_LKHL_029,MNP-11-1004
FP_2016_AU-P_04_LKHL_034,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_034,30529,-12.0,143.0,AIMS,19/11/2016,15:03:00,18:20:00,19,Tiger shark,Galeocerdo cuvier,Carcharhinidae,Shark,apex,1,2171,000:02:171,Aluminium (AIMS),GoProHero4Silver,TRUE,50,150,2016_LKHL_034_L.mp4,S3,,NA,3,2,1,26,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611488,4211494,NA,8262664,NA,7651176,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.284898302,2876.022955,2876.947746,0.000321552,15,FP_2016_AU-P_04_LKHL_034,MNP-11-1004
FP_2016_AU-P_04_LKHL_034,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Lagoon Reef,L,lagoon,228,2016,FP_2016_AU-P_04,LKHL_034,30529,-12.0,143.0,AIMS,19/11/2016,15:03:00,18:20:00,260,Hardnose Shark,Carcharhinus macloti,Carcharhinidae,Shark,coastal_rover,1,1929865,032:09:865,Aluminium (AIMS),GoProHero4Silver,TRUE,50,150,2016_LKHL_034_L.mp4,S3,,NA,3,2,1,26,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611488,4211494,NA,8262664,NA,7651176,open,GBRMPA Lagoon Reef Habitat Protection Zone,9868.2,2004,<20km to next reef,high,Clupeidae,Heupel,No,Closed,Species; Bag; Entrants; Gear; Area,NA,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.284898302,2876.022955,2876.947746,0.000321552,15,FP_2016_AU-P_04_LKHL_034,MNP-11-1004
FP_2016_AU-P_04_LKHM_001,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Mantis Reef,M,slope,229,2016,FP_2016_AU-P_04,LKHM_001,30457,-12.0,143.0,AIMS,15/11/2016,12:45:00,,257,Grey reef shark,Carcharhinus amblyrhynchos,Carcharhinidae,Shark,reef_meso,3,1387315,023:07:315,Aluminium (AIMS),GoProHero4Silver,TRUE,50,150,2016_LKHM_001_L.mp4,S3,,NA,2,2,1,33.4,Sardines,FALSE,H,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014665,4614647,NA,6558229,NA,5543564,closed,GBRMPA Mantis Reef Marine Reserve,31769.3,2004,<20km to next reef,high,Clupeidae,Heupel,No,Restricted,Species; Bag; Entrants; Gear; Area,Hook & Line; Drumline; Trawl;,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.249400864,981.076043,981.1633662,8.90E-05,12,FP_2016_AU-P_04_LKHM_001,MNP-11-1004
FP_2016_AU-P_04_LKHM_001,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Mantis Reef,M,slope,229,2016,FP_2016_AU-P_04,LKHM_001,30457,-12.0,143.0,AIMS,15/11/2016,12:45:00,,50,Unknown Shark,Unknown sp.,Selachimorpha,Shark,na,1,1254451,020:54:451,Aluminium (AIMS),GoProHero4Silver,TRUE,50,150,2016_LKHM_001_L.mp4,S3,,NA,2,2,1,33.4,Sardines,FALSE,H,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014665,4614647,NA,6558229,NA,5543564,closed,GBRMPA Mantis Reef Marine Reserve,31769.3,2004,<20km to next reef,high,Clupeidae,Heupel,No,Restricted,Species; Bag; Entrants; Gear; Area,Hook & Line; Drumline; Trawl;,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.249400864,981.076043,981.1633662,8.90E-05,12,FP_2016_AU-P_04_LKHM_001,MNP-11-1004
FP_2016_AU-P_04_LKHM_002,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Mantis Reef,M,slope,229,2016,FP_2016_AU-P_04,LKHM_002,30458,-12.0,143.0,AIMS,15/11/2016,13:06:00,,257,Grey reef shark,Carcharhinus amblyrhynchos,Carcharhinidae,Shark,reef_meso,1,924824,015:24:824,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHM_002.mp4,S3,,NA,2,2,1,26.5,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551495,4151495,NA,5617827,NA,5066332,closed,GBRMPA Mantis Reef Marine Reserve,31769.3,2004,<20km to next reef,high,Clupeidae,Heupel,No,Restricted,Species; Bag; Entrants; Gear; Area,Hook & Line; Drumline; Trawl;,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.249400864,977.2989084,977.3858954,8.90E-05,13,FP_2016_AU-P_04_LKHM_002,MNP-11-1004
FP_2016_AU-P_04_LKHM_003,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Mantis Reef,M,slope,229,2016,FP_2016_AU-P_04,LKHM_003,30459,-12.0,143.0,AIMS,15/11/2016,13:15:00,,114,Blacktip reef shark,Carcharhinus melanopterus,Carcharhinidae,Shark,reef_meso,1,2684214,044:44:214,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHM_003.mp4,S3,,NA,2,2,1,12.8,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235902,3835922,NA,5490732,NA,5254830,closed,GBRMPA Mantis Reef Marine Reserve,31769.3,2004,<20km to next reef,high,Clupeidae,Heupel,No,Restricted,Species; Bag; Entrants; Gear; Area,Hook & Line; Drumline; Trawl;,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.249400864,974.0099474,974.0966415,8.90E-05,13,FP_2016_AU-P_04_LKHM_003,MNP-11-1004
FP_2016_AU-P_04_LKHM_003,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Mantis Reef,M,slope,229,2016,FP_2016_AU-P_04,LKHM_003,30459,-12.0,143.0,AIMS,15/11/2016,13:15:00,,257,Grey reef shark,Carcharhinus amblyrhynchos,Carcharhinidae,Shark,reef_meso,1,370780,006:10:780,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHM_003.mp4,S3,,NA,2,2,1,12.8,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235902,3835922,NA,5490732,NA,5254830,closed,GBRMPA Mantis Reef Marine Reserve,31769.3,2004,<20km to next reef,high,Clupeidae,Heupel,No,Restricted,Species; Bag; Entrants; Gear; Area,Hook & Line; Drumline; Trawl;,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.249400864,974.0099474,974.0966415,8.90E-05,13,FP_2016_AU-P_04_LKHM_003,MNP-11-1004
FP_2016_AU-P_04_LKHM_004,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Mantis Reef,M,slope,229,2016,FP_2016_AU-P_04,LKHM_004,30460,-12.0,143.0,AIMS,15/11/2016,13:29:00,,257,Grey reef shark,Carcharhinus amblyrhynchos,Carcharhinidae,Shark,reef_meso,1,656239,010:56:239,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHM_004.mp4,S3,,NA,2,2,1,13.5,Sardines,FALSE,M,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359400,3959406,NA,5955310,NA,5595910,closed,GBRMPA Mantis Reef Marine Reserve,31769.3,2004,<20km to next reef,high,Clupeidae,Heupel,No,Restricted,Species; Bag; Entrants; Gear; Area,Hook & Line; Drumline; Trawl;,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.249400864,971.3597002,971.4461576,8.90E-05,13,FP_2016_AU-P_04_LKHM_004,MNP-11-1004
FP_2016_AU-P_04_LKHM_005,Pacific,3,Australia-Pacific,AU-P,73,Northern GBR 2,LKH,B,162,Mantis Reef,M,slope,229,2016,FP_2016_AU-P_04,LKHM_005,30461,-12.0,143.0,AIMS,15/11/2016,13:39:00,,144,Whitetip reef shark,Triaenodon obesus,Carcharhinidae,Shark,reef_meso,1,236142,003:56:142,Aluminium (AIMS),GoProHero4Silver,FALSE,50,150,2016_LKHM_005.mp4,S3,,NA,2,2,1,6.02,Sardines,FALSE,L,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213981,3813930,NA,5698397,NA,5484416,closed,GBRMPA Mantis Reef Marine Reserve,31769.3,2004,<20km to next reef,high,Clupeidae,Heupel,No,Restricted,Species; Bag; Entrants; Gear; Area,Hook & Line; Drumline; Trawl;,Additional Reef Covariates - Pacific Indian Simpfendorder Heupel,0.249400864,975.8403078,975.9271648,8.90E-05,13,FP_2016_AU-P_04_LKHM_005,MNP-11-1004
