"unique_reserve","closed_n","closed_mean","closed_sd","closed_se","open_n","open_mean","open_sd","open_se","es","var","variable","mpa_area","mpa_year_founded","mpa_isolation","mpa_compliance","Average.of.set_latitude","Average.of.set_longitude","Min.of.set_date","mpa_age","region_name","location_name","site","location_id","trip_year","PI","Average.of.depth","Average.of.visibility","Average.of.substrate_relief_mean","Average.of.set_productivity_2017ave","Average.of.hard_coral","Average.of.unconsolidated","Average.of.macroalgae","Average.of.soft_coral","Average.of.consolidated","Average.of.local_population_2010","Average.of.local_population_2015","Average.of.population_proporationaldifference_2010.15","Live_Coral","Shark_Protection_Status","Shark_fishing_restrictions","Shark_fishing_restrictions_cat","Shark_gears","Average.of.set_productivity_2017ave.1","Average.of.local_population_2010.1","Average.of.local_population_2015.1","Average.of.population_proporationaldifference_2010.15.1","Average.of.Grav_NC","Average.of.Grav_Total","Average.of.Grav_Cities","Average.of.Grav_NP","trip_id","Fisheries_Management","Unique_ID","FP_location_name","CoastLength","FP_location_code","EPI","Ehealth","EcoVitality","EPI_location_name","TradeHub","GINI_location_name","GINI_year","GINI","HDI_location_name","HDI_year","HDI","WGI_location_name","Voice_Accountability_year","Voice_Accountability","Government_Effectiveness_year","Government_Effectiveness","Regulatory_Quality_year","Regulatory_Quality","Rule_of_Law_year","Rule_of_Law","Control_Corruption_year","Control_Corruption","GDP_location_name","GDP_year","GDP_per_capita_USD","Population_location_name","Population_year","Population","SAUP_EEZ_name","Catch_year","Total_catch_tonnes","Total_catch_reported_only","Total_catch_value","Reef_catch_tonnes","Reef_catch_value","Tuna_catch_tonnes","Tuna_catch_value","Reefshark_catch_tonnes","Reefshark_catch_value","Shark_catch_tonnes","Shark_catch_value","Bechedemer_catch_tonnes","Bechedemer_catch_value","colin_SAUP_reef_sharks_catch_2016.2014","tax_haven","Shark_Sanctuary","log_mpa_area","log_GDP_per_capita_USD","sqrt_mpa_age","sqrt_Average.of.depth","sqrt_live_coral","log_Average.of.Grav_NC","log_Average.of.Grav_NP","log_Grav_Total_Plus_min","log_Reefshark_catch_tonnes","log_Average.of.local_population_2015","response"
"Maud",14,0.802614285714286,1.1217137594956,0.299790612433049,5,0.0169,0.13,0.0169,3.86056063504053,11.973834971333,"reef associated",21.51,2005,"continuous","high",-23.09501579,113.7359368,"22/08/2015",10.64383562,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2015,"Harvey",8.392,5.833333333,1.815275,0.316360728,0,37.08333333,24.5,0.5,37.625,710.2249925,710.2898231,8.9964e-05,0.5,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.31812512,704.6650054,704.7287775,8.92e-05,1.156914974,0.03448276,0,1.001758637,"LH_2015_AU-I_06","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,3.06851794327964,10.8148725806984,3.26248917546097,2.89689488935998,0.707106781186548,0.145756957179247,0.00175709240860303,-3.36729578998647,6.92890972255499,6.56567308829307,3.86056063504053
"MNP-11-1004",38,1.02631578947368,0.787978669805394,0.127827019636559,26,0.769230769230769,0.908083357746074,0.178089798504465,0.288339750870752,0.0691125539740924,"reef associated",31769.3,2004,"<20km to next reef","high",-12.29227635,143.8665837,"15/11/2016",12.88219178,"Pacific","Australia-Pacific","North GBR",73,2016,"Heupel",17.75355556,6,2.086124176,0.264561667,31.97560976,21.18292683,4.481707317,10.54878049,29.65853659,1201.694944,1201.879333,0.000104476,0,"Restricted","Species; Bag; Entrants; Gear; Area","Extensive","Hook & Line",0.264624357,1151.885015,1152.046836,0.000101582,1.010384728,0.03448276,0.140351594,1.0000806,"FP_2016_AU-P_04","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,10.366255693656,10.8148725806984,3.58917703380594,4.21349683279815,0,0.0103311771338971,8.05967519945112e-05,-3.36729578998647,6.92890972255499,7.09164172153675,0.288339750870752
"MNP-13-1019",51,1.47058823529412,1.72456303075847,0.241487126562206,50,1.3,1.09264703862703,0.154523626091314,0.123298216344494,0.041094061747776,"reef associated",555.7,2004,"<20km to next reef","high",-13.90569535,144.2211288,"23/11/2016",12.90410959,"Pacific","Australia-Pacific","North GBR",73,2016,"Heupel",14.6852071,4.914529915,0.802176316,0.142350899,4.578947368,35.94736842,8.140350877,2.754385965,42.28070175,622.0472083,622.1026035,8.91e-05,7.649122807,"Restricted","Species; Bag; Entrants; Gear; Area","Extensive","Hook & Line; Drumline; Trawl;",0.142355027,621.9626864,622.0180741,8.91e-05,1.384211818,0.093888701,0.384211818,1.0000857,"FP_2016_AU-P_04","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,6.32022858028588,10.8148725806984,3.59222905589273,3.83212827290528,2.76570475774259,0.325130893172737,8.56963279648715e-05,-2.36564523014662,6.92890972255499,6.4331050365307,0.123298216344494
"MNP-18-1081",92,1.68478260869565,1.42141662680122,0.14819292753422,101,0.633663366336634,0.845254663130914,0.0841059825013675,0.977873973351794,0.0253540915948646,"reef associated",831.4,2004,"<20km to next reef","high",-18.58072308,147.572776,"27/01/2016",12.07945205,"Pacific","Australia-Pacific","Mid GBR",73,2016,"Heupel",15.00211268,8.648484848,2.320679755,0.523355066,31.97560976,21.18292683,4.481707317,10.54878049,29.65853659,261253.7034,261287.1302,0.000127902,42.55487805,"Restricted","Species; Bag; Entrants; Gear; Area","Extensive","Hook & Line",0.535292773,261720.105,261753.6202,0.000128015,2.235548863,2.03448276,1.5982677,1.001684168,"FP_2016_AU-P_03","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,6.72311102681854,10.8148725806984,3.47555061105431,3.87325608241954,6.52341000167857,0.804486774202965,0.00168275137940218,0.710241614597211,6.92890972255499,12.4733751973298,0.977873973351794
"MNP-18-1084",15,1.2,0.861891607371335,0.222539456105675,103,0.611650485436893,0.782567540263006,0.0771086709562154,0.673915818632058,0.0502843112553664,"reef associated",17.3,2004,"<20km to next reef","high",-18.62412095,147.2962653,"25/01/2016",12.0739726,"Pacific","Australia-Pacific","Mid GBR",73,2016,"Heupel",15.552,8.527472527,2.086124176,0.332210274,34.27472527,24.43956044,0,7.791208791,32.59340659,271330.43,271363.0766,0.000120307,42.06593407,"Restricted","Species; Bag; Entrants; Gear; Area","Extensive","Hook & Line; Drumline; Trawl;",0.332441684,271361.231,271393.8822,0.000120311,2.746236497,3.703974285,2.558651811,1.0000778,"FP_2016_AU-P_03","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.85070650150373,10.8148725806984,3.47476223647029,3.9436024140372,6.48582562747411,1.01023142781793,7.77969737368669e-05,1.30940637426523,6.92890972255499,12.5112129692278,0.673915818632058
"MNP-23-1164",19,0.684210526315789,0.88522637273985,0.203084857943688,24,0.208333333333333,0.508977377704051,0.103894572166229,1.18912629620894,0.336795586427693,"reef associated",52.3,2004,"<20km to next reef","high",-23.48925259,152.0676326,"16/06/2018",14.46575342,"Pacific","Australia-Pacific","South GBR",73,2018,"Heupel",14.84814815,9,1,0.260442424,0,0,100,0,0,229894.4166,229924.0934,0.000129089,0,"Restricted","Species; Bag; Entrants; Gear; Area","Extensive","Hook & Line; Drumline; Trawl;",0.260442424,229912.1753,229941.7172,0.000128493,1.379879838,5.453087411,2.125378518,1.0000203,"FP_2018_AU-P_02","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,3.95699637107088,10.8148725806984,3.80338709836377,3.85332948889658,0,0.321996421464917,2.02997939578726e-05,1.69618194570725,6.92890972255499,12.3455045047382,1.18912629620894
"Namena",31,1.32258064516129,1.10716143882132,0.198852064611902,28,0.25,0.440958551844098,0.0833333333333333,1.66587922333905,0.133716703020689,"reef associated",60.6,1997,"continuous","medium",-17.09424101,179.0959101,"17/05/2016",19.38630137,"Pacific","Fiji","Kubulau",68,2016,"Harvey",16.16216216,8.783333333,3.191591379,0.382195258,28.63793103,17.31034483,0,0.603448276,51.67241379,382409.8485,387143.6009,0.012258114,29.24137931,"Restricted","Area; Entrants; Species","Moderate","Hook & Line; Drumline; Longline; Gillnet",0.382526818,381173.5415,385803.5892,0.012009292,1.683814538,7.28448276,0.683814538,1.015364659,"FP_2016_FJ_01","Effective",23,"Fiji",1129,"FJ",53.09,61.7,47.35,"Fiji",1,"Fiji",2013,36.7,"Fiji",2015,0.736,"Fiji",2016,-0.027435975,2016,-0.263694465,2016,-0.377137929,2016,-0.29466182,2016,0.134271145,"Fiji",2016,5233.469423,"Fiji",2016,898760,"Fiji","2009-2014",45253.28706,41436.15909,167056448,17756.9927,85049702.31,14444.53758,44166038.53,420.5966875,615128.7439,2330.563091,3416605.491,80,123360,"104.1934052",1,0,4.10429489307527,8.56282970672509,4.40298777763464,4.02021916815489,5.4075298713923,0.521061777926201,0.0152478179224943,1.98574643644016,6.04167438758376,12.8665509649426,1.66587922333905
"Namuri",7,0.714285714285714,1.11269728052837,0.420560041253707,5,0.4,0.547722557505166,0.244948974278318,0.579818495252942,0.721666666666667,"reef associated",4.25,2005,"continuous","low",-16.943215,179.06118,"21/05/2016",11.39178082,"Pacific","Fiji","Kubulau",68,2016,"Harvey",13.69230769,8.8,3.27986,0.344613007,44.6,0,0,0,53.2,299210.8839,299207.5383,-3.48e-05,44.6,"Closed","Area; Entrants; Species","Moderate","Hook & Line; Drumline; Longline; Gillnet",0.347298637,298492.1252,298452.0619,-0.000156045,1.505344782,10.03448276,0.505344782,1.041539418,"FP_2016_FJ_02","Effective",23,"Fiji",1129,"FJ",53.09,61.7,47.35,"Fiji",1,"Fiji",2013,36.7,"Fiji",2015,0.736,"Fiji",2016,-0.027435975,2016,-0.263694465,2016,-0.377137929,2016,-0.29466182,2016,0.134271145,"Fiji",2016,5233.469423,"Fiji",2016,898760,"Fiji","2009-2014",45253.28706,41436.15909,167056448,17756.9927,85049702.31,14444.53758,44166038.53,420.5966875,615128.7439,2330.563091,3416605.491,80,123360,"104.1934052",1,0,1.44691898293633,8.56282970672509,3.37517122824902,3.70031183685916,6.6783231428256,0.409021962993396,0.0406998283382709,2.30602743732248,6.04167438758376,12.608892719618,0.579818495252942
"Nasue",17,0.352941176470588,0.492592183071889,0.119471153009352,6,0.333333333333333,0.816496580927726,0.333333333333333,0.0571584138399488,1.11458333333333,"reef associated",8.14,2005,"continuous","low",-16.85529318,179.0954268,"21/05/2016",11.39178082,"Pacific","Fiji","Kubulau",68,2016,"Harvey",16.79310345,6,2.4954,0.317201065,36.23076923,28.80769231,0,0,30.65384615,265623.516,264173.6224,-0.005526333,37.36,"Closed","Area; Entrants; Species","Moderate","Hook & Line; Drumline; Longline; Gillnet",0.316109527,266026.6239,264589.2172,-0.005466417,1.457566294,10.67448276,0.457566294,1.177500086,"FP_2016_FJ_02","Effective",23,"Fiji",1129,"FJ",53.09,61.7,47.35,"Fiji",1,"Fiji",2013,36.7,"Fiji",2015,0.736,"Fiji",2016,-0.027435975,2016,-0.263694465,2016,-0.377137929,2016,-0.29466182,2016,0.134271145,"Fiji",2016,5233.469423,"Fiji",2016,898760,"Fiji","2009-2014",45253.28706,41436.15909,167056448,17756.9927,85049702.31,14444.53758,44166038.53,420.5966875,615128.7439,2330.563091,3416605.491,80,123360,"104.1934052",1,0,2.09679018001445,8.56282970672509,3.37517122824902,4.09793892707053,6.11228271597445,0.376768122942245,0.163393619944527,2.367856104545,6.04167438758376,12.4843618265705,0.0571584138399488
"Ngeruangel",58,1.39655172413793,1.34997927433621,0.177260962947645,62,0.919354838709677,0.928569975766089,0.117928504850857,0.418089261336561,0.0325646073157692,"reef associated",35,1996,"<20km to next reef","high",8.173625874,134.6293075,"31/05/2016",20.4,"Pacific","Palau","Palau North",88,2016,"Heupel",16.85747126,8.597701149,1.461485882,0.079551531,24.67058824,17.36470588,3.823529412,2.305882353,47.82352941,17196.88031,20728.69339,0.207711186,26.97647059,"Closed","Area","Extensive","None",0.079551531,17196.88031,20728.69339,0.207711186,1.088017144,0.068965519,0.088017144,1.010928826,"FP_2016_PW_01","Effective",50,"Palau",1519,"PW",NA,NA,NA,"",0,"",NA,-999,"Palau",2015,0.788,"Palau",2016,1.225386143,2016,-0.40572989,2016,-0.176109254,2016,0.317480952,2016,-0.468252689,"Palau",2016,14428.14026,"Palau",2016,21503,"Palau","2009-2014",71418.45172,64009.62107,180864733.1,47618.7108,103212844.6,63444.23711,159502101.2,14.36144964,11017.17239,1148.879379,1559887.188,0,0,"2857.655755",1,1,3.55534806148941,9.57693576335128,4.51663591625449,4.10578509666544,5.19388781068671,0.0843569056625462,0.0108695379558138,-2.67414862392653,2.66454750838571,9.93927417353501,0.418089261336561
"North",5,0.0169,0.13,0.0169,14,0.0169,0.13,0.0169,0,16.0608622147084,"reef associated",2.78,1994,"continuous","high",-28.332902,113.602918,"22/05/2015",21.4,"Indian Ocean","Australia-Indian Ocean","Abrolhos",85,2015,"Harvey",9.894736842,5.611111111,2.045955556,0.387986364,11.38888889,4.555555556,57.22222222,0,26.55555556,61915.16729,61920.53962,8.68e-05,11.38888889,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.387986364,61915.16729,61920.53962,8.68e-05,3.811485664,3.03448276,2.866843259,1.000071,"LH_2015_AU-I_01","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,1.02245092770255,10.8148725806984,4.62601340248815,3.14559006261147,3.37474278871739,1.33801905119027,7.09974796192295e-05,1.11004098494628,6.92890972255499,11.0336072230189,0
"North Eustatius",4,0.5169,0.577350269189626,0.288675134594813,8,0.5169,0.755928946018454,0.267261241912424,0,0.579229939673416,"reef associated",27.3,1996,"continuous","medium",17.51766146,-63.01288229,"26/03/2013",17.24383562,"Western Atlantic","Dutch Caribbean","Saba",110,2018,"Heithaus",17.6,9.294117647,2.255626667,0.16171875,3.733333333,42.26666667,0,34.46666667,17.5,347852.3533,373466.871,0.073737224,38.2,"Restricted","Gear","Limited","Hook & Line; Spear; Trap",0.16171875,347852.3533,373466.871,0.073737224,3.971368888,19.4168357,4.329508357,1.040466192,"L_2013_DC_01","Effective",19,"Dutch Caribbean",182,"DC",NA,NA,NA,"",0,"Curacao",NA,-999,"Netherlands",2015,0.924,"Aruba",2016,1.269066691,2016,0.896265566,2016,1.347679496,2016,1.289892197,2016,1.292231202,"Aruba",2011,25324.72036,"Aruba",2016,104822,"Aruba (Netherlands)","2009-2014",2081.095331,781.7485615,5409889.288,646.4931631,2170875.727,642.7254976,1595355.711,1.005563083,14.57534413,8.982630844,12228.19645,0,0,"#N/A",1,0,3.30688670219091,10.1395362870026,4.15256976100342,4.19523539268061,6.18061485614498,1.37911084332691,0.0396688742525536,2.96614050931921,0.00554766620395005,12.8305845808259,0
"North Monte",11,0.925990909090909,0.831209414593634,0.250619068219822,11,0.289627272727273,0.467099366496914,0.140835758043906,1.16226958734205,0.30970536696866,"reef associated",280,2007,"continuous","high",-20.35407085,115.5081998,"29/10/2014",7.830136986,"Indian Ocean","Australia-Indian Ocean","Montebellos",85,2014,"Harvey",10.84230769,2.818181818,1.733495455,0.88949496,1.818181818,26.59090909,11.81818182,34.95454545,22.27272727,30721.16306,30726.44841,0.000172006,36.77272727,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.891106853,30778.27296,30783.57537,0.000172238,1.091075951,0.03448276,0,1.000585084,"LH_2014_AU-I_04","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,5.63478960316925,10.8148725806984,2.79823819322087,3.29276596344168,6.06405205040326,0.0871643203765271,0.000584912905089718,-3.36729578998647,6.92890972255499,10.3328790744134,1.16226958734205
"Oracabessa",4,0.0169,0.13,0.0169,8,0.0169,0.13,0.0169,0,22.189349112426,"reef associated",0.84,2010,"continuous","high",18.41167906,-76.94646864,"29/11/2017",7.8,"Western Atlantic","Jamaica","Jamaica",7,2017,"Chapman",11.8,9,0.7273,0.094974584,0,70,20,0,10,3797151.511,3862187.818,0.017127657,0,"Open",NA,"Limited","Hook & Line; Drumline; Longline; Seine; Gillnet; Trawl; Spear; Trap",0.094974584,3797151.511,3862187.818,0.017127657,13.71521601,377.85801216,148.1113472,9.434920586,"FP_2017_JM_02","Ineffective",32,"Jamaica PB",0,"JM",58.58,68.48,51.98,"Jamaica",0,"Jamaica",2004,45.5,"Jamaica",2015,0.73,"Jamaica",2016,0.685919404,2016,0.412154436,2016,0.163832545,2016,-0.251835763,2016,-0.16090095,"Jamaica",2016,4878.575791,"Jamaica",2016,2881355,"Jamaica","2009-2014",33552.15714,15711.5237,54248456.52,9735.157339,28389544.31,68.21416724,94506.66016,1,0,838.6138235,1229407.865,0,0,"7789.302507",1,0,-0.174353387144778,8.49260861014527,2.79284800875379,3.43511280746353,0,2.6185058741744,2.24441776182696,5.93451849584692,0,15.1667443731029,0
"Osprey",6,0.666666666666667,0.516397779494322,0.210818510677892,9,0.333333333333333,0.5,0.166666666666667,0.693147180559945,0.35,"reef associated",95.13,2005,"continuous","high",-22.27428889,113.8064444,"19/08/2015",10.63561644,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2015,"Harvey",8.95,7.333333333,3.996305556,0.300938435,39.88888889,3.888888889,2.5,0,52.05555556,4767.101465,4767.289906,3.86e-05,39.88888889,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.299653849,4776.71457,4776.908053,3.96e-05,1.126111363,1.03448276,0,1.025340045,"LH_2015_AU-I_06","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,4.55524437721837,10.8148725806984,3.26122928356778,2.99165506033032,6.31576510725344,0.118770426248035,0.0250243087926157,0.0339015530090146,6.92890972255499,8.46953326854341,0.693147180559945
"Palasar",40,1.05,0.782828533473655,0.123776059157306,40,0.425,0.635993065596772,0.100559333167934,0.904456274227152,0.0698805414574075,"reef associated",20,2008,"<20km to next reef","medium",17.51837043,-61.75866085,"8/12/2016",8.942465753,"Western Atlantic","Antigua and Barbuda","Palasar",115,2016,"Heithaus",12.98426966,9.011235955,1.693605618,0.136990649,1.25,16.04545455,1.375,8.159090909,69.73863636,323594.9811,348588.9269,0.077240935,9.409090909,"Restricted","Gear","Limited","Hook & Line; Spear; Traps; Longline",0.136401957,323943.5517,348962.052,0.07723363,1.818853842,8.53448276,1.636560971,1.147437475,"FP_2016_AG_01","Ineffective",2,"Antigua and Barbuda",153,"AG",59.18,76.53,47.61,"Antigua and Barbuda",0,"Antigua and Barbuda",NA,-999,"Antigua and Barbuda",2015,0.786,"Antigua and Barbuda",2016,0.646017194,2016,0.26572603,2016,0.341370732,2016,0.509351373,2016,0.692292392,"Antigua and Barbuda",2016,14462.17628,"Antigua and Barbuda",2016,100963,"Antigua & Barbuda","2009-2014",4525.436215,3806.023706,13620815.54,1532.544001,9750115.524,49.45823863,144280.2847,1,0,53.07267285,72022.45129,0,0,"#N/A",1,0,2.99573227355399,9.57929198784606,2.99039558470113,3.60336920950379,3.06742414885845,0.598206545565525,0.137531173450608,2.14411475218389,0,12.761648647077,0.904456274227152
"Pelican",10,0.5169,0.849836585598797,0.268741924943285,6,0.0169,0.13,0.0169,3.42053581027297,10.1322402440369,"reef associated",108.64,2005,"continuous","high",-23.37093846,113.7720538,"22/08/2015",10.64383562,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2015,"Harvey",10.16315789,7.052631579,2.451131579,0.354403828,7.789473684,5.263157895,18.94736842,0,67.78947368,662.9689426,663.0233668,8.18e-05,7.789473684,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.354479546,665.7303586,665.7852788,8.2175e-05,1.161479836,0.03448276,0,1.002952941,"LH_2015_AU-I_06","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,4.68803966381039,10.8148725806984,3.26248917546097,3.18797081071957,2.79096285965973,0.149694912767691,0.00294858963383896,-3.36729578998647,6.92890972255499,6.49681023360704,3.42053581027297
"Pelsaert",9,0.111111111111111,0.333333333333333,0.111111111111111,21,0.0952380952380952,0.300792603759119,0.0656383273909058,0.154150679827258,1.475,"reef associated",13.72,1994,"continuous","high",-28.855922,114.010711,"18/05/2015",21.3890411,"Indian Ocean","Australia-Indian Ocean","Abrolhos",85,2015,"Harvey",14.48,4.842105263,2.234765789,0.332954546,43.73684211,10.97368421,35.63157895,0,7.921052632,66919.76454,66926.4416,9.98e-05,43.73684211,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.332954546,66919.76454,66926.4416,9.98e-05,4.807781507,4.03448276,3.882308246,1.0000535,"LH_2015_AU-I_01","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.61885462229774,10.8148725806984,4.62482876439766,3.80525951808809,6.61338355987311,1.57023575256471,5.349856892597e-05,1.39487810515316,6.92890972255499,11.111349408687,0.154150679827258
"Petit Terre",48,0.0585666666666667,0.201940936523459,0.029147663515556,41,0.0169,0.13,0.0169,1.24285208459591,1.69089856225649,"reef associated",10,1998,">20km to next reef","high",16.19340197,-61.1313828,"8/04/2016",18.27945205,"Western Atlantic","French West Indies","Petit Terre",79,2016,"Heithaus",12.89111111,8.62295082,2.660498361,0.135813515,3.37704918,18.59016393,23.19672131,17.03278689,36.16393443,686358.319,707287.927,0.030284383,20.40983607,"Restricted","Gear; Species; Bag","Moderate","Longline; Gillnet; Spear; Hook & Line; Seine; Trap",0.135857356,686699.8862,707675.1141,0.030335699,2.230622792,124.68616816,2.583068929,4.158983003,"FP_2016_FR_01","Effective",25,"French West Indies",50,"FR",NA,NA,NA,"",0,"St. Lucia",2016,51.2,"France",2015,0.897,"Martinique",2013,0.56,2016,0.797217607,2016,1.238789558,2016,0.856716096,2016,1.230340838,"France",2016,36857.11923,"France",2016,66896109,"Martinique (France), Guadeloupe (France)","2009-2014",16113.51809,12605.68393,38451489.31,1522.571929,7586555.873,362.3051046,1493996.299,1,0,55.92207045,177862.9553,0,0,"#N/A",0,0,2.30258509299405,10.5148040738017,4.27544758475648,3.59041935015953,4.5177246562844,0.802280825404695,1.42527057395271,4.82579992560358,0,13.4691931137423,1.24285208459591
